Small-Signal Analysis Report
========================================================================
Case file        : cases/Fault_Cases/ieee39_fault.xlsx
Generated        : 2026-04-29T17:37:24.227
States           : 206
Linearization t  : 0.0  (fault off)
Steady-state |f| : 7.022e-10  (OK)
    i_q_line20(b15->b16)                          p = 0.0449
    i_q_line8(b4->b14)                            p = 0.0354
    vq_bus15                                      p = 0.0337

Mode  158   λ = -1.454283e+03 +6.450454e+03j
    vq_bus14                                      p = 0.0929
    vq_bus8                                       p = 0.0721
    i_q_line20(b15->b16)                          p = 0.0449
    i_q_line8(b4->b14)                            p = 0.0354
    vq_bus15                                      p = 0.0337

Mode  159   λ = -1.548008e+03 -1.000750e+04j
    vq_bus17                                      p = 0.0664
    i_q_line6(b3->b18)                            p = 0.0640
    vq_bus18                                      p = 0.0593
    i_q_line26(b17->b27)                          p = 0.0569
    vq_bus15                                      p = 0.0520

Mode  160   λ = -1.548008e+03 +1.000750e+04j
    vq_bus17                                      p = 0.0664
    i_q_line6(b3->b18)                            p = 0.0640
    vq_bus18                                      p = 0.0593
    i_q_line26(b17->b27)                          p = 0.0569
    vq_bus15                                      p = 0.0520

Mode  161   λ = -1.584081e+03 -7.829960e+03j
    vq_bus27                                      p = 0.1642
    i_q_line31(b26->b27)                          p = 0.1139
    i_q_line26(b17->b27)                          p = 0.0539
    vd_bus27                                      p = 0.0412
    vq_bus14                                      p = 0.0407

Mode  162   λ = -1.584081e+03 +7.829960e+03j
    vq_bus27                                      p = 0.1642
    i_q_line31(b26->b27)                          p = 0.1139
    i_q_line26(b17->b27)                          p = 0.0539
    vd_bus27                                      p = 0.0412
    vq_bus14                                      p = 0.0407

Mode  163   λ = -1.629526e+03 -4.147161e+03j
    vq_bus8                                       p = 0.0774
    i_q_line14(b8->b9)                            p = 0.0607
    i_q_line19(b14->b15)                          p = 0.0478
    i_q_line36(b31->b6)                           p = 0.0466
    vq_bus16                                      p = 0.0363

Mode  164   λ = -1.629526e+03 +4.147161e+03j
    vq_bus8                                       p = 0.0774
    i_q_line14(b8->b9)                            p = 0.0607
    i_q_line19(b14->b15)                          p = 0.0478
    i_q_line36(b31->b6)                           p = 0.0466
    vq_bus16                                      p = 0.0363

Mode  165   λ = -1.829852e+03 +8.868195e+03j
    vq_bus21                                      p = 0.2675
    i_q_line23(b16->b21)                          p = 0.1368
    vq_bus23                                      p = 0.1309
    i_q_line27(b21->b22)                          p = 0.1293
    i_q_line28(b22->b23)                          p = 0.0855

Mode  166   λ = -1.829852e+03 -8.868195e+03j
    vq_bus21                                      p = 0.2675
    i_q_line23(b16->b21)                          p = 0.1368
    vq_bus23                                      p = 0.1309
    i_q_line27(b21->b22)                          p = 0.1293
    i_q_line28(b22->b23)                          p = 0.0855

Mode  167   λ = -1.964662e+03 -7.061396e+03j
    vq_bus3                                       p = 0.1064
    i_q_line3(b2->b3)                             p = 0.0782
    vq_bus23                                      p = 0.0333
    i_q_line25(b17->b18)                          p = 0.0312
    vq_bus8                                       p = 0.0304

Mode  168   λ = -1.964662e+03 +7.061396e+03j
    vq_bus3                                       p = 0.1064
    i_q_line3(b2->b3)                             p = 0.0782
    vq_bus23                                      p = 0.0333
    i_q_line25(b17->b18)                          p = 0.0312
    vq_bus8                                       p = 0.0304

Mode  169   λ = -2.032752e+03 +9.928751e+03j
    vq_bus15                                      p = 0.1376
    i_q_line20(b15->b16)                          p = 0.1178
    vq_bus24                                      p = 0.1132
    i_q_line24(b16->b24)                          p = 0.0674
    vq_bus4                                       p = 0.0658

Mode  170   λ = -2.032752e+03 -9.928751e+03j
    vq_bus15                                      p = 0.1376
    i_q_line20(b15->b16)                          p = 0.1178
    vq_bus24                                      p = 0.1132
    i_q_line24(b16->b24)                          p = 0.0674
    vq_bus4                                       p = 0.0658

Mode  171   λ = -2.061542e+03 -2.324769e+04j
    vd_bus7                                       p = 0.3531
    i_d_line13(b7->b8)                            p = 0.3208
    i_d_line11(b6->b7)                            p = 0.0886
    vd_bus8                                       p = 0.0639
    i_d_line9(b5->b6)                             p = 0.0356

Mode  172   λ = -2.061542e+03 +2.324769e+04j
    vd_bus7                                       p = 0.3531
    i_d_line13(b7->b8)                            p = 0.3208
    i_d_line11(b6->b7)                            p = 0.0886
    vd_bus8                                       p = 0.0639
    i_d_line9(b5->b6)                             p = 0.0356

Mode  173   λ = -2.295649e+03 -1.090896e+04j
    vq_bus4                                       p = 0.1979
    i_q_line8(b4->b14)                            p = 0.0956
    i_q_line5(b3->b4)                             p = 0.0886
    vq_bus3                                       p = 0.0587
    i_q_line7(b4->b5)                             p = 0.0463

Mode  174   λ = -2.295649e+03 +1.090896e+04j
    vq_bus4                                       p = 0.1979
    i_q_line8(b4->b14)                            p = 0.0956
    i_q_line5(b3->b4)                             p = 0.0886
    vq_bus3                                       p = 0.0587
    i_q_line7(b4->b5)                             p = 0.0463

Mode  175   λ = -3.638717e+03 -2.314457e+04j
    vq_bus7                                       p = 0.3579
    i_q_line13(b7->b8)                            p = 0.3240
    i_q_line11(b6->b7)                            p = 0.0914
    vq_bus8                                       p = 0.0660
    vd_bus7                                       p = 0.0322

Mode  176   λ = -3.638717e+03 +2.314457e+04j
    vq_bus7                                       p = 0.3579
    i_q_line13(b7->b8)                            p = 0.3240
    i_q_line11(b6->b7)                            p = 0.0914
    vq_bus8                                       p = 0.0660
    vd_bus7                                       p = 0.0322

Mode  177   λ = -8.414816e+03 +0.000000e+00j
    i_q_line42(b20->b34)                          p = 0.3355
    i_d_line40(b19->b20)                          p = 0.2387
    i_q_line40(b19->b20)                          p = 0.1466
    i_d_line42(b20->b34)                          p = 0.1397
    vd_bus19                                      p = 0.0380

Mode  178   λ = -9.250346e+03 +0.000000e+00j
    i_d_line40(b19->b20)                          p = 0.2906
    i_q_line42(b20->b34)                          p = 0.2662
    i_d_line42(b20->b34)                          p = 0.2081
    i_q_line40(b19->b20)                          p = 0.1041
    vd_bus19                                      p = 0.0455

Mode  179   λ = -1.661215e+04 +0.000000e+00j
    i_q_line39(b12->b13)                          p = 0.4279
    i_q_line38(b12->b11)                          p = 0.4263
    i_d_line39(b12->b13)                          p = 0.0368
    i_d_line38(b12->b11)                          p = 0.0366
    vq_bus13                                      p = 0.0156

Mode  180   λ = -2.741713e+04 +0.000000e+00j
    i_d_line39(b12->b13)                          p = 0.4299
    i_d_line38(b12->b11)                          p = 0.4282
    vd_bus12                                      p = 0.0403
    i_q_line39(b12->b13)                          p = 0.0364
    i_q_line38(b12->b11)                          p = 0.0362

Mode  181   λ = -5.843432e+05 -1.228567e+07j
    vq_bus31                                      p = 0.4999
    vd_bus31                                      p = 0.4999
    i_q_line36(b31->b6)                           p = 0.0001
    i_d_line36(b31->b6)                           p = 0.0001
    vq_bus6                                       p = 0.0000

Mode  182   λ = -5.843432e+05 +1.228567e+07j
    vq_bus31                                      p = 0.4999
    vd_bus31                                      p = 0.4999
    i_q_line36(b31->b6)                           p = 0.0001
    i_d_line36(b31->b6)                           p = 0.0001
    vq_bus6                                       p = 0.0000

Mode  183   λ = -5.977930e+05 +0.000000e+00j
    vd_bus12                                      p = 0.9123
    vq_bus12                                      p = 0.0420
    i_d_line39(b12->b13)                          p = 0.0218
    i_d_line38(b12->b11)                          p = 0.0218
    i_q_line39(b12->b13)                          p = 0.0010

Mode  184   λ = -9.966410e+05 +0.000000e+00j
    vq_bus12                                      p = 0.9398
    vd_bus12                                      p = 0.0432
    i_q_line39(b12->b13)                          p = 0.0081
    i_q_line38(b12->b11)                          p = 0.0081
    i_d_line39(b12->b13)                          p = 0.0004

Mode  185   λ = -3.548516e+06 +0.000000e+00j
    vd_bus20                                      p = 0.9896
    vq_bus20                                      p = 0.0066
    i_d_line40(b19->b20)                          p = 0.0021
    i_d_line42(b20->b34)                          p = 0.0016
    i_q_line40(b19->b20)                          p = 0.0000

Mode  186   λ = -6.625842e+06 +0.000000e+00j
    vq_bus20                                      p = 0.9923
    vd_bus20                                      p = 0.0066
    i_q_line40(b19->b20)                          p = 0.0006
    i_q_line42(b20->b34)                          p = 0.0005
    i_d_line40(b19->b20)                          p = 0.0000

